GEOIDFQ,cat4_mom_slosh_hightide_maximum,emergency_shelters_count,FEMA_SFHA_intersect,fire_stations_count,igtn_prob_test_maximum,n10_landslide_susc_maximum,onsite_sewage_disposal_count,police_stations_count,slrxa_3pt2ft_acres,staterf_inann_mean,wastewater_plants_count,GEO_ID,NAME,B01001_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E,B25046_001E,B27010_017E,B27010_033E,B27010_050E,B27010_066E,B28002_013E,C16002_004E,C16002_007E,C16002_010E,C16002_013E,B09019_005E,B09019_008E,B19101_001E,C17002_002E,C17002_003E,C17002_004E,C17002_005E,C17002_006E,C17002_007E,B20005_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_020E,B01001_021E,state,county,tract,block group,GEO_ID_2,B05013_017E,B05013_018E,B05013_019E,B01001_017E,B01001_018E,B01001_019E,B01001_016E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B25008_003E,GEO_ID_2.1,P5_002N,P5_003N,P5_004N,P5_005N,P5_008N,P5_009N,P5_010N
1500000US150030102051,12.0,1,1,1,0.40000000596,81.0,339,1,129.604577745,78.6000082435,2,1500000US150030102051,Block Group 1; Census Tract 102.05; Honolulu County; Hawaii,1494,43,233,94,45,82,0,988.0,0,0,27,0,18,0,0,12,7,30,96,413,33,58,19,58,15,0,,41,51,76,16,19,32,15,3,10205,1,1500000US150030102051,,,,45,5,12,109,30,34,30,17,0,6,581,9,0,103,135,9,657,401,1500000US150030102051,0,0,0,0,0,0,26
1500000US150010214022,,1,1,1,0.930000007153,81.0,615,1,,55.6328289461,3,1500000US150010214022,Block Group 2; Census Tract 214.02; Hawaii County; Hawaii,2543,137,302,87,116,28,98,1679.0,0,82,36,0,180,55,0,0,0,102,211,520,154,155,40,4,187,83,,109,96,118,82,42,0,15,1,21402,2,1500000US150010214022,,,,35,4,77,88,101,86,67,98,56,33,366,17,5,685,137,0,1333,1330,1500000US150010214022,0,0,0,0,12,0,0
1500000US150010215021,,1,1,1,0.819999992847,81.0,560,1,,41.4666524114,1,1500000US150010215021,Block Group 1; Census Tract 215.02; Hawaii County; Hawaii,1714,172,186,109,20,37,92,1162.0,12,39,32,35,72,17,0,0,9,81,151,386,90,138,61,15,144,57,,30,32,72,59,56,124,15,1,21502,1,1500000US150010215021,,,,39,17,26,73,139,70,58,9,16,4,650,0,0,256,173,48,587,645,1500000US150010215021,10,0,0,10,0,0,6
1500000US150010215022,,1,0,2,0.930000007153,81.0,535,1,,36.0796404138,1,1500000US150010215022,Block Group 2; Census Tract 215.02; Hawaii County; Hawaii,2261,171,60,19,45,0,0,1701.0,0,0,97,0,51,0,0,0,0,51,78,404,90,115,45,129,235,4,,64,75,84,4,50,32,15,1,21502,2,1500000US150010215022,,,,67,53,32,54,49,42,81,10,30,31,914,0,0,210,354,12,771,665,1500000US150010215022,0,0,0,0,0,0,0
1500000US150010215023,,1,1,1,0.810000002384,81.0,218,1,,53.9119311902,1,1500000US150010215023,Block Group 3; Census Tract 215.02; Hawaii County; Hawaii,1128,142,22,0,8,0,15,853.0,0,35,101,0,0,0,11,42,0,71,44,293,54,7,0,0,144,9,,0,37,37,7,19,20,15,1,21502,3,1500000US150010215023,,,,45,21,53,57,0,14,43,0,0,0,441,0,0,178,0,255,254,497,1500000US150010215023,0,0,0,0,0,0,3
1500000US150010215041,,2,0,1,0.709999978542,40.0,407,1,,40.5830170558,1,1500000US150010215041,Block Group 1; Census Tract 215.04; Hawaii County; Hawaii,3490,345,275,28,0,0,12,1649.0,66,118,229,0,101,21,0,27,0,52,43,677,225,521,19,372,31,49,,182,88,109,96,63,136,15,1,21504,1,1500000US150010215041,,,,51,37,77,39,42,19,37,1,3,1,465,0,0,867,1385,0,773,2264,1500000US150010215041,0,0,0,0,0,0,17
1500000US150010215101,,1,1,1,0.759999990463,81.0,28,1,,33.6707971096,1,1500000US150010215101,Block Group 1; Census Tract 215.10; Hawaii County; Hawaii,2590,113,199,33,0,0,0,1557.0,0,0,17,0,0,0,0,0,0,29,63,552,147,219,0,104,82,0,,142,68,137,31,16,79,15,1,21510,1,1500000US150010215101,,,,48,100,32,19,18,123,49,66,36,0,1270,0,0,744,78,0,498,623,1500000US150010215103,0,0,0,0,0,0,0
1500000US150010215102,,1,1,1,0.889999985695,81.0,200,1,,49.0902254716,1,1500000US150010215102,Block Group 2; Census Tract 215.10; Hawaii County; Hawaii,890,0,129,121,14,14,9,600.0,73,44,49,0,54,27,0,16,0,8,38,230,60,53,61,25,88,0,,31,26,55,22,7,54,15,1,21510,2,1500000US150010215102,,,,26,21,13,16,4,14,16,44,10,31,290,0,0,189,138,166,107,483,1500000US150010215101,0,0,0,0,0,0,3
1500000US150010215111,,1,1,1,0.759999990463,81.0,322,1,,43.1481244975,1,1500000US150010215111,Block Group 1; Census Tract 215.11; Hawaii County; Hawaii,2204,157,276,64,13,8,0,1427.0,0,0,14,0,15,0,0,0,0,31,124,418,63,42,21,152,0,28,,76,149,45,38,49,25,15,1,21511,1,1500000US150010215111,,,,48,34,28,33,61,101,86,6,63,4,928,0,0,881,16,0,379,765,1500000US150010215111,0,0,0,0,0,0,16
1500000US150010215121,,1,0,1,0.870000004768,81.0,626,1,,40.8711250239,1,1500000US150010215121,Block Group 1; Census Tract 215.12; Hawaii County; Hawaii,2245,370,140,62,0,0,0,2091.0,14,0,28,0,43,0,23,15,0,73,47,585,188,0,0,0,42,0,,0,35,26,52,25,185,15,1,21512,1,1500000US150010215121,,,,74,0,81,151,24,97,28,53,59,40,1226,50,0,254,0,122,593,624,1500000US150010215121,0,0,0,0,0,0,0
1500000US150010215122,,1,0,1,0.930000007153,70.0,345,1,,23.9440340054,1,1500000US150010215122,Block Group 2; Census Tract 215.12; Hawaii County; Hawaii,2349,141,35,13,0,0,0,1702.0,0,13,35,0,140,0,0,23,0,163,184,693,5,108,89,144,71,251,,38,10,15,0,0,33,15,1,21512,2,1500000US150010215122,,,,80,54,22,68,15,16,46,24,10,36,872,77,0,596,406,0,398,650,1500000US150010215122,0,0,0,0,0,0,23
1500000US150010215132,,1,0,1,0.889999985695,60.0,510,1,,29.346940334,1,1500000US150010215132,Block Group 2; Census Tract 215.13; Hawaii County; Hawaii,2054,220,155,15,0,0,0,1909.0,0,0,104,0,13,0,0,0,0,108,30,488,30,164,0,1,34,0,,59,13,14,60,36,0,15,1,21513,2,1500000US150010215132,,,,100,141,15,29,95,83,33,57,14,3,650,0,0,507,455,68,374,545,1500000US150010215131,0,0,0,0,0,0,0
1500000US150010215133,,1,0,1,0.75,81.0,546,1,,40.3331415812,1,1500000US150010215133,Block Group 3; Census Tract 215.13; Hawaii County; Hawaii,1616,102,256,57,50,0,0,1277.0,0,0,6,0,64,0,0,0,0,50,33,474,247,16,113,0,92,0,,5,44,31,0,93,8,15,1,21513,3,1500000US150010215133,,,,31,88,28,24,0,22,62,0,99,0,797,0,0,397,104,29,289,346,1500000US150010215133,0,0,0,0,0,0,0
1500000US150010216051,,1,1,1,0.709999978542,81.0,186,1,,47.8297346751,1,1500000US150010216051,Block Group 1; Census Tract 216.05; Hawaii County; Hawaii,1460,63,210,0,22,42,0,851.0,33,0,42,0,0,0,0,0,0,56,12,339,156,0,0,162,0,14,,0,59,46,16,0,0,15,1,21605,1,1500000US150010216051,,,,38,62,14,43,0,10,42,47,1,58,788,0,0,345,0,21,306,133,1500000US150010216052,0,0,0,0,0,0,17
1500000US150010216061,,1,1,1,0.740000009537,55.0,199,1,,31.7942394802,1,1500000US150010216061,Block Group 1; Census Tract 216.06; Hawaii County; Hawaii,1881,267,91,92,43,19,0,949.0,2,51,121,0,26,48,0,57,0,117,218,346,295,179,213,384,213,0,,213,119,45,64,22,46,15,1,21606,1,1500000US150010216061,,,,26,93,82,0,0,4,42,33,27,118,544,19,0,238,422,432,226,1338,1500000US150010216062,0,0,0,0,0,0,0
1500000US150010216062,,1,1,1,0.620000004768,81.0,628,1,,41.1521871355,1,1500000US150010216062,Block Group 2; Census Tract 216.06; Hawaii County; Hawaii,2237,255,161,15,14,0,0,1589.0,18,59,57,0,58,0,0,30,0,50,56,521,12,40,0,0,413,225,,103,44,124,12,26,23,15,1,21606,2,1500000US150010216062,,,,65,0,29,48,49,22,39,30,40,14,1503,0,0,188,0,265,281,418,1500000US150010216061,42,0,42,0,52,0,0
1500000US150010216071,,1,1,1,0.629999995232,81.0,521,1,,39.2732881308,1,1500000US150010216071,Block Group 1; Census Tract 216.07; Hawaii County; Hawaii,1350,76,90,116,0,0,0,,0,0,0,0,15,0,0,0,0,89,64,369,36,38,0,0,38,0,,20,0,0,38,0,68,15,1,21607,1,1500000US150010216071,,,,56,0,36,131,41,36,6,68,0,17,1133,0,0,86,0,5,126,74,1500000US150010216073,0,0,0,0,0,0,0
1500000US150010216072,,1,1,1,0.519999980927,81.0,196,1,,36.6661831538,1,1500000US150010216072,Block Group 2; Census Tract 216.07; Hawaii County; Hawaii,1723,12,174,0,0,0,0,1536.0,48,0,23,0,0,0,0,0,0,55,111,570,22,11,318,6,0,103,,15,55,19,13,81,16,15,1,21607,2,1500000US150010216072,,,,222,16,66,9,0,11,80,126,5,0,944,0,0,509,23,0,247,372,1500000US150010216071,0,0,0,0,0,0,0
1500000US150010216073,,1,1,1,0.740000009537,41.0,424,1,,33.8741086324,5,1500000US150010216073,Block Group 3; Census Tract 216.07; Hawaii County; Hawaii,1658,154,176,10,0,0,0,1243.0,30,35,0,0,0,0,0,0,0,29,36,349,38,35,17,129,242,0,,11,35,90,48,0,13,15,1,21607,3,1500000US150010216073,,,,66,34,16,41,20,25,49,0,0,19,788,0,0,433,78,0,359,273,1500000US150010216072,0,0,0,0,0,0,16
1500000US150010216082,,1,1,1,0.730000019073,2.0,143,1,,31.1703012907,1,1500000US150010216082,Block Group 2; Census Tract 216.08; Hawaii County; Hawaii,1180,179,201,0,0,0,0,,0,52,0,0,8,0,0,50,0,50,24,248,0,8,0,0,453,0,,40,126,0,0,0,0,15,1,21608,2,1500000US150010216082,,,,0,0,47,31,42,0,24,0,13,0,794,0,0,261,0,0,125,230,1500000US150010216081,0,0,0,0,0,0,0
1500000US150010216083,,1,1,1,0.730000019073,22.0,184,1,,29.8490038978,1,1500000US150010216083,Block Group 3; Census Tract 216.08; Hawaii County; Hawaii,1942,69,79,17,0,0,0,1428.0,0,0,60,0,0,0,0,8,0,46,63,506,67,154,0,0,16,54,,37,141,0,0,36,54,15,1,21608,3,1500000US150010216083,,,,192,20,55,64,47,30,107,27,17,0,1229,229,0,206,94,0,184,709,1500000US150010216083,0,0,0,0,0,0,19
1500000US150010216084,,1,1,1,0.75,49.0,154,1,,32.245460701,1,1500000US150010216084,Block Group 4; Census Tract 216.08; Hawaii County; Hawaii,912,88,46,0,0,0,0,,0,0,0,0,30,0,0,29,0,0,30,178,0,33,0,0,15,0,,0,0,0,0,0,125,15,1,21608,4,1500000US150010216084,,,,56,0,32,31,0,0,36,15,128,0,458,0,0,385,0,0,69,102,1500000US150010216084,0,0,0,0,0,0,0
1500000US150010217051,,1,1,1,0.699999988079,81.0,884,1,,77.2894048326,1,1500000US150010217051,Block Group 1; Census Tract 217.05; Hawaii County; Hawaii,3662,261,326,0,0,15,0,2486.0,0,0,91,0,105,0,0,16,0,98,153,819,14,512,0,0,54,0,,290,162,174,108,12,70,15,1,21705,1,1500000US150010217051,,,,82,17,27,127,115,0,34,31,0,0,587,0,0,969,406,11,1689,1086,1500000US150010217051,0,0,0,0,0,0,0
1500000US150010217052,,1,1,1,0.649999976158,81.0,386,1,,53.203638189,1,1500000US150010217052,Block Group 2; Census Tract 217.05; Hawaii County; Hawaii,1080,51,20,0,82,5,0,1207.0,0,21,14,0,24,0,0,0,0,160,158,232,158,14,0,12,80,0,,0,5,6,0,27,0,15,1,21705,2,1500000US150010217052,,,,17,35,44,24,0,17,36,0,60,0,513,0,0,111,120,7,329,196,1500000US150010217052,0,0,0,0,0,0,59
1500000US150010217053,,1,1,1,0.709999978542,79.0,593,1,,28.745037533,1,1500000US150010217053,Block Group 3; Census Tract 217.05; Hawaii County; Hawaii,1765,154,184,29,16,0,0,1250.0,2,115,0,0,122,0,0,20,0,37,125,404,0,435,0,4,137,0,,58,59,23,67,0,65,15,1,21705,3,1500000US150010217053,,,,5,5,9,22,147,59,69,57,0,23,454,0,0,211,238,0,862,968,1500000US150010217053,0,0,0,0,0,0,0
1500000US150010217061,,1,1,1,0.649999976158,77.0,449,1,,52.2570486018,1,1500000US150010217061,Block Group 1; Census Tract 217.06; Hawaii County; Hawaii,2289,173,141,0,0,0,0,1838.0,0,0,3,0,24,0,0,0,0,0,60,572,23,26,128,16,0,0,,164,83,49,85,3,14,15,1,21706,1,1500000US150010217061,,,,52,0,44,183,7,50,37,112,42,42,274,0,0,806,236,0,973,633,1500000US150010217061,0,0,0,0,0,0,0
1500000US150010217062,,2,1,2,0.810000002384,81.0,314,1,,30.8048586331,1,1500000US150010217062,Block Group 2; Census Tract 217.06; Hawaii County; Hawaii,1864,87,93,3,37,10,27,1389.0,39,47,45,0,118,0,0,2,0,82,72,482,104,56,56,46,38,30,,34,77,37,43,13,51,15,1,21706,2,1500000US150010217062,,,,30,20,40,103,2,27,94,47,52,26,479,3,0,246,560,7,569,542,1500000US150010217062,0,0,0,0,0,0,0
1500000US150010217071,,1,0,1,0.97000002861,64.0,1,1,,13.0847623062,1,1500000US150010217071,Block Group 1; Census Tract 217.07; Hawaii County; Hawaii,2600,347,241,0,45,0,0,2176.0,19,20,0,0,66,0,10,29,0,171,55,663,220,193,134,0,123,91,,94,74,96,19,72,115,15,1,21707,1,1500000US150010217071,,,,28,50,49,79,29,115,90,26,29,6,1184,84,0,643,107,0,582,635,1500000US150010217072,0,0,0,0,0,0,0
1500000US150010217072,,1,0,1,0.990000009537,68.0,175,1,,12.5036359363,1,1500000US150010217072,Block Group 2; Census Tract 217.07; Hawaii County; Hawaii,1647,20,50,0,0,0,0,1057.0,0,0,61,0,18,0,0,9,0,0,20,423,74,310,18,95,19,0,,103,133,60,46,0,0,15,1,21707,2,1500000US150010217072,,,,12,21,10,47,0,10,0,0,0,18,360,0,270,207,297,46,467,442,1500000US150010217071,0,0,0,0,0,0,0
1500000US150010217073,,1,1,1,1.0,76.0,83,1,,15.3586706855,3,1500000US150010217073,Block Group 3; Census Tract 217.07; Hawaii County; Hawaii,274,42,0,0,0,0,0,,0,0,16,0,33,0,0,0,0,0,0,88,0,0,0,0,0,0,,13,0,0,0,14,0,15,1,21707,3,1500000US150010217073,,,,0,0,0,0,0,31,29,0,0,16,205,0,0,44,0,0,25,34,1500000US150010217073,0,0,0,0,0,0,0
1500000US150010217082,,1,0,1,0.959999978542,63.0,218,1,,11.9647485813,1,1500000US150010217082,Block Group 2; Census Tract 217.08; Hawaii County; Hawaii,1320,123,29,15,0,0,0,,0,0,40,0,9,0,0,0,0,18,9,321,0,0,0,0,0,0,,0,0,0,83,28,0,15,1,21708,2,1500000US150010217082,,,,33,78,30,63,0,38,0,59,0,0,502,0,0,102,323,29,364,318,1500000US150010217081,0,0,0,0,0,0,0
1500000US150010217083,,1,0,2,0.990000009537,75.0,3,1,,11.4116212119,2,1500000US150010217083,Block Group 3; Census Tract 217.08; Hawaii County; Hawaii,1851,608,177,31,0,0,0,1159.0,38,0,119,0,39,34,0,0,0,82,85,562,21,0,11,0,157,0,,44,105,38,73,18,38,15,1,21708,3,1500000US150010217083,,,,86,0,52,7,44,46,31,0,43,0,825,70,0,274,129,258,295,873,1500000US150010217083,0,0,0,0,0,0,0
1500000US150010218001,,2,1,1,0.939999997616,68.0,339,1,,55.2061006427,1,1500000US150010218001,Block Group 1; Census Tract 218; Hawaii County; Hawaii,1254,87,70,34,19,25,42,892.0,0,24,9,0,56,0,0,21,0,25,39,287,8,221,90,7,22,28,,20,29,9,9,16,26,15,1,21800,1,1500000US150010218001,,,,9,59,24,24,9,32,60,0,50,16,333,0,0,189,229,0,503,408,1500000US150010218002,0,0,0,0,0,0,13
1500000US150010219022,,1,1,1,0.920000016689,81.0,179,1,,92.5072666037,1,1500000US150010219022,Block Group 2; Census Tract 219.02; Hawaii County; Hawaii,665,12,66,9,56,11,110,391.0,22,31,12,0,85,0,0,9,0,47,25,155,29,66,0,9,19,0,,22,5,30,0,0,62,15,1,21902,2,1500000US150010219022,,,,32,14,14,42,0,25,42,9,4,13,206,12,0,161,49,42,195,233,1500000US150010219021,0,0,0,0,0,0,0
1500000US150010219023,,1,1,1,0.930000007153,75.0,442,1,,96.1688962369,1,1500000US150010219023,Block Group 3; Census Tract 219.02; Hawaii County; Hawaii,1547,65,104,54,110,44,23,802.0,70,0,4,0,78,0,0,20,11,30,35,332,35,52,99,184,191,0,,66,114,40,94,11,0,15,1,21902,3,1500000US150010219023,,,,34,7,22,54,11,0,46,63,18,36,249,0,0,511,80,0,707,456,1500000US150010219022,58,0,0,58,0,0,0
1500000US150019901000,,1,0,1,,0.0,1,1,,,1,1500000US150019901000,Block Group 0; Census Tract 9901; Hawaii County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,990100,0,1500000US150019901000,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150019901000,0,0,0,0,0,0,0
1500000US150019903000,,1,1,1,,0.0,1,1,,95.2041756766,1,1500000US150019903000,Block Group 0; Census Tract 9903; Hawaii County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,990300,0,1500000US150019903000,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150019903000,0,0,0,0,0,0,0
1500000US150019905000,,1,0,1,,0.0,1,1,,,1,1500000US150019905000,Block Group 0; Census Tract 9905; Hawaii County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,990500,0,1500000US150019905000,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150019905000,0,0,0,0,0,0,0
1500000US150019906000,,1,0,1,,0.0,1,1,,,1,1500000US150019906000,Block Group 0; Census Tract 9906; Hawaii County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,990600,0,1500000US150019906000,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150019906000,0,0,0,0,0,0,0
1500000US150019907000,,1,0,1,,0.0,1,1,,,1,1500000US150019907000,Block Group 0; Census Tract 9907; Hawaii County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,990700,0,1500000US150019907000,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150019907000,0,0,0,0,0,0,0
1500000US150019908000,,1,0,1,,0.0,1,1,,,1,1500000US150019908000,Block Group 0; Census Tract 9908; Hawaii County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,990800,0,1500000US150019908000,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150019908000,0,0,0,0,0,0,0
1500000US150019909000,,1,0,1,,0.0,1,1,,,1,1500000US150019909000,Block Group 0; Census Tract 9909; Hawaii County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,990900,0,1500000US150019909000,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150019909000,0,0,0,0,0,0,0
1500000US150019911000,,1,0,1,,0.0,1,1,,,1,1500000US150019911000,Block Group 0; Census Tract 9911; Hawaii County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,991100,0,1500000US150019911000,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150019911000,0,0,0,0,0,0,0
1500000US150019912000,,1,0,1,,0.0,1,1,,,1,1500000US150019912000,Block Group 0; Census Tract 9912; Hawaii County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,991200,0,1500000US150019912000,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150019912000,0,0,0,0,0,0,0
1500000US150019913000,,1,0,1,,0.0,1,1,,,1,1500000US150019913000,Block Group 0; Census Tract 9913; Hawaii County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,991300,0,1500000US150019913000,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150019913000,0,0,0,0,0,0,0
1500000US150030001101,,1,0,1,0.910000026226,48.0,1,1,,30.0427088056,1,1500000US150030001101,Block Group 1; Census Tract 1.10; Honolulu County; Hawaii,1494,53,361,65,22,0,0,1119.0,66,0,35,0,0,0,0,0,0,33,26,432,5,0,0,0,0,0,,13,34,96,74,33,20,15,3,110,1,1500000US150030001101,,,,26,12,52,71,24,32,69,46,18,29,514,0,0,574,0,0,406,186,1500000US150030001102,0,0,0,0,0,0,7
1500000US150030001103,,1,0,1,0.879999995232,81.0,7,1,,29.9614774571,1,1500000US150030001103,Block Group 3; Census Tract 1.10; Honolulu County; Hawaii,1331,178,194,11,0,0,0,1062.0,0,0,0,0,8,0,0,23,0,24,53,353,0,16,8,0,12,122,,49,48,47,37,15,24,15,3,110,3,1500000US150030001103,,,,36,20,0,35,12,50,23,42,30,14,324,0,15,609,94,0,289,254,1500000US150030001103,5,0,0,5,0,0,0
1500000US150030001152,,1,0,1,0.620000004768,20.0,1,1,,42.5008570353,1,1500000US150030001152,Block Group 2; Census Tract 1.15; Honolulu County; Hawaii,536,23,0,163,11,0,0,385.0,0,0,0,0,10,0,0,0,0,21,32,144,0,0,0,0,21,0,,0,6,0,29,11,0,15,3,115,2,1500000US150030001152,,,,42,12,0,17,0,0,0,11,2,70,40,0,0,328,0,0,168,0,1500000US150030001151,0,0,0,0,0,0,245
1500000US150030001181,,1,0,1,0.939999997616,81.0,16,1,,37.9057005906,1,1500000US150030001181,Block Group 1; Census Tract 1.18; Honolulu County; Hawaii,1875,118,113,5,0,0,0,1153.0,0,7,16,0,18,0,0,0,0,36,10,563,25,25,26,0,0,0,,53,46,67,68,25,20,15,3,118,1,1500000US150030001181,,,,75,13,6,86,19,4,68,74,8,6,651,7,13,868,0,18,318,151,1500000US150030001181,0,0,0,0,0,0,0
1500000US150030001192,,1,0,1,0.610000014305,18.0,1,1,,31.8611636162,1,1500000US150030001192,Block Group 2; Census Tract 1.19; Honolulu County; Hawaii,1190,17,66,153,0,0,0,,0,0,0,0,26,0,0,0,0,14,42,290,17,0,0,0,31,15,,17,36,115,26,15,0,15,3,119,2,1500000US150030001192,,,,54,0,9,0,25,0,6,26,56,127,173,0,0,736,3,0,278,100,1500000US150030001191,0,0,0,0,0,0,6
1500000US150030001202,,1,0,1,0.870000004768,81.0,24,1,,31.4598271847,1,1500000US150030001202,Block Group 2; Census Tract 1.20; Honolulu County; Hawaii,683,83,0,0,0,0,0,,0,0,12,0,0,0,0,11,0,11,7,155,0,16,5,23,6,0,,6,10,41,33,8,19,15,3,120,2,1500000US150030001202,,,,0,13,16,21,6,22,17,1,26,0,131,0,0,261,23,0,268,20,1500000US150030001201,0,0,0,0,0,0,0
1500000US150030001221,,1,0,1,0.810000002384,21.0,1,1,,27.6619714101,1,1500000US150030001221,Block Group 1; Census Tract 1.22; Honolulu County; Hawaii,1157,0,48,333,0,22,0,,0,0,0,0,27,0,0,10,0,18,27,312,0,15,0,0,71,0,,0,0,0,0,0,17,15,3,122,1,1500000US150030001221,,,,123,87,12,37,11,17,0,52,64,94,27,0,0,475,72,71,512,52,1500000US150030001222,0,0,0,0,0,0,0
1500000US150030001222,,1,0,1,0.759999990463,0.0,1,1,,28.6340613365,1,1500000US150030001222,Block Group 2; Census Tract 1.22; Honolulu County; Hawaii,934,12,22,202,33,0,0,,0,0,0,0,0,0,0,0,0,0,0,269,0,23,0,0,74,0,,0,0,21,0,49,30,15,3,122,2,1500000US150030001222,,,,8,8,70,114,76,0,21,12,14,42,111,0,0,483,234,0,106,117,1500000US150030001221,0,0,0,0,0,0,0
1500000US150030002002,,1,0,1,0.680000007153,81.0,5,1,,38.9147052765,1,1500000US150030002002,Block Group 2; Census Tract 2; Honolulu County; Hawaii,1017,73,26,62,29,0,0,751.0,0,16,0,0,8,0,0,0,0,32,0,219,77,0,0,0,0,0,,40,11,6,29,24,25,15,3,200,2,1500000US150030002002,,,,57,0,3,12,0,12,11,26,18,39,75,0,0,361,36,0,545,123,1500000US150030002005,0,0,0,0,0,0,0
1500000US150030003021,,1,1,1,0.660000026226,81.0,6,1,,45.8150683085,1,1500000US150030003021,Block Group 1; Census Tract 3.02; Honolulu County; Hawaii,1423,14,19,93,381,15,11,1147.0,0,0,0,0,12,0,0,5,0,28,34,450,0,5,0,15,0,13,,15,26,61,68,39,27,15,3,302,1,1500000US150030003021,,,,22,24,23,105,21,39,24,45,5,53,103,0,6,923,8,0,383,278,1500000US150030003021,0,0,0,0,0,0,0
1500000US150030004011,,1,1,1,0.620000004768,81.0,2,1,,33.6913998922,1,1500000US150030004011,Block Group 1; Census Tract 4.01; Honolulu County; Hawaii,666,8,0,74,136,0,0,383.0,0,0,0,0,62,0,0,0,0,29,50,159,2,14,0,0,86,0,,0,0,8,6,53,25,15,3,401,1,1500000US150030004011,,,,0,11,21,24,22,3,38,0,30,93,106,0,0,466,4,0,90,161,1500000US150030004011,104,0,0,104,0,0,9
1500000US150030004012,,1,1,1,0.629999995232,81.0,6,1,,52.7081041509,1,1500000US150030004012,Block Group 2; Census Tract 4.01; Honolulu County; Hawaii,2060,40,279,292,130,7,0,1772.0,0,0,10,0,29,0,0,6,0,64,96,597,50,67,50,8,0,9,,54,30,31,23,22,73,15,3,401,2,1500000US150030004012,,,,144,37,14,57,31,43,51,118,98,37,364,0,0,1209,26,0,461,62,1500000US150030004012,0,0,0,0,0,0,0
1500000US150030004021,,1,0,1,0.52999997139,81.0,1,1,,33.2398271561,1,1500000US150030004021,Block Group 1; Census Tract 4.02; Honolulu County; Hawaii,829,6,161,122,9,0,0,673.0,0,0,0,0,27,0,0,3,0,0,27,271,0,12,0,0,0,0,,24,18,6,0,42,45,15,3,402,1,1500000US150030004021,,,,59,16,9,8,9,10,74,9,6,19,262,0,0,431,14,0,122,115,1500000US150030004021,0,0,0,0,0,0,0
1500000US150030004023,,1,1,1,0.560000002384,81.0,6,1,,38.6165313721,1,1500000US150030004023,Block Group 3; Census Tract 4.02; Honolulu County; Hawaii,487,50,103,45,9,9,0,,7,0,0,0,0,0,0,0,0,14,28,169,0,18,0,0,0,0,,0,0,6,0,23,8,15,3,402,3,1500000US150030004023,,,,32,9,13,21,57,2,17,32,11,40,145,0,0,308,0,0,34,9,1500000US150030004023,0,0,0,0,0,0,0
