GEO_ID,NAME,B01001_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E,B25046_001E,B27010_017E,B27010_033E,B27010_050E,B27010_066E,B28002_013E,C16002_004E,C16002_007E,C16002_010E,C16002_013E,B09019_005E,B09019_008E,B19101_001E,C17002_002E,C17002_003E,C17002_004E,C17002_005E,C17002_006E,C17002_007E,B20005_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_020E,B01001_021E,state,county,tract,block group,GEO_ID_2,GEO_ID_2,P5_002N,P5_003N,P5_004N,P5_005N,P5_008N,P5_009N,P5_010N
1500000US150010201001,Block Group 1; Census Tract 201; Hawaii County; Hawaii,1462,82,294,87,17,5,9,813,0,42,40,0,160,0,0,53,0,79,49,330,211,140,38,15,210,3,,37,39,76,46,15,24,15,001,020100,1,1500000US150010201001,1500000US150010201002,0,0,0,0,0,0,0
1500000US150030080101,Block Group 1; Census Tract 80.10; Honolulu County; Hawaii,732,0,17,87,157,0,0,528,0,0,0,0,36,0,0,2,0,40,45,161,7,27,12,2,65,0,,0,33,17,15,45,10,15,003,008010,1,1500000US150030080101,1500000US150030080101,0,0,0,0,0,0,0
1500000US150030080102,Block Group 2; Census Tract 80.10; Honolulu County; Hawaii,1788,0,163,220,15,0,0,,9,0,53,0,29,0,0,0,0,7,18,390,13,51,9,0,46,0,,59,36,98,0,21,15,15,003,008010,2,1500000US150030080102,1500000US150030080102,0,0,0,0,0,0,19
1500000US150030080111,Block Group 1; Census Tract 80.11; Honolulu County; Hawaii,2670,151,345,289,0,0,0,1890,0,0,0,0,96,0,0,12,0,69,72,631,52,29,1,0,600,6,,42,48,126,15,17,67,15,003,008011,1,1500000US150030080111,1500000US150030080111,17,0,0,17,0,0,6
1500000US150030080121,Block Group 1; Census Tract 80.12; Honolulu County; Hawaii,1679,16,102,187,113,25,0,1058,0,51,0,0,7,0,0,0,0,36,9,392,88,0,19,0,0,9,,48,16,43,28,53,48,15,003,008012,1,1500000US150030080121,1500000US150030080121,0,0,0,0,0,0,1
1500000US150030080122,Block Group 2; Census Tract 80.12; Honolulu County; Hawaii,1266,17,41,150,181,0,0,632,0,30,33,0,29,0,0,14,0,15,55,283,0,85,6,48,53,5,,11,38,26,11,54,8,15,003,008012,2,1500000US150030080122,1500000US150030080122,0,0,0,0,0,0,1
1500000US150030080131,Block Group 1; Census Tract 80.13; Honolulu County; Hawaii,1022,0,253,66,0,0,0,747,4,0,5,0,0,0,0,0,0,20,14,275,28,17,0,0,19,16,,0,40,20,49,7,8,15,003,008013,1,1500000US150030080131,1500000US150030080132,8,0,0,8,0,0,0
1500000US150030080132,Block Group 2; Census Tract 80.13; Honolulu County; Hawaii,1242,0,116,251,4,0,8,,18,0,13,0,27,0,0,0,0,10,37,332,13,1,21,24,22,8,,8,30,15,34,12,0,15,003,008013,2,1500000US150030080132,1500000US150030080131,0,0,0,0,0,0,0
1500000US150030083011,Block Group 1; Census Tract 83.01; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,008301,1,1500000US150030083011,1500000US150030083013,0,0,0,0,0,0,0
1500000US150030083012,Block Group 2; Census Tract 83.01; Honolulu County; Hawaii,2688,10,162,220,178,77,13,1426,0,0,16,0,0,0,0,0,0,115,37,510,473,92,39,0,38,25,,102,177,221,12,5,24,15,003,008301,2,1500000US150030083012,1500000US150030083011,0,0,0,0,0,0,0
1500000US150030083013,Block Group 3; Census Tract 83.01; Honolulu County; Hawaii,1173,0,103,118,69,21,13,593,0,8,0,0,0,0,0,0,0,32,21,255,87,8,39,103,18,0,,0,81,31,0,0,12,15,003,008301,3,1500000US150030083013,1500000US150030083012,0,0,0,0,0,0,0
1500000US150030083014,Block Group 4; Census Tract 83.01; Honolulu County; Hawaii,2060,116,133,104,72,33,16,1041,23,12,8,10,0,0,0,0,0,7,32,432,18,204,45,20,67,52,,51,151,156,87,0,0,15,003,008301,4,1500000US150030083014,1500000US150030083014,0,0,0,0,0,43,0
1500000US150030083021,Block Group 1; Census Tract 83.02; Honolulu County; Hawaii,2043,10,285,79,10,10,0,,0,12,22,9,34,0,0,58,0,10,20,364,63,39,86,12,33,0,,66,11,111,28,0,59,15,003,008302,1,1500000US150030083021,1500000US150030083021,0,0,0,0,0,0,11
1500000US150030083022,Block Group 2; Census Tract 83.02; Honolulu County; Hawaii,2137,13,335,22,27,24,26,1190,0,0,47,0,82,0,0,0,0,0,57,397,0,26,87,71,0,49,,0,70,11,68,41,11,15,003,008302,2,1500000US150030083022,1500000US150030083022,13,0,0,13,0,0,20
1500000US150030083023,Block Group 3; Census Tract 83.02; Honolulu County; Hawaii,2499,12,363,57,27,0,30,1127,22,0,34,0,91,0,0,38,0,12,32,458,116,0,184,25,296,0,,15,24,131,67,28,66,15,003,008302,3,1500000US150030083023,1500000US150030083023,0,0,0,0,0,0,14
1500000US150030084051,Block Group 1; Census Tract 84.05; Honolulu County; Hawaii,1577,0,0,0,0,0,0,,0,10,27,0,9,0,0,10,0,0,8,400,10,1,0,0,87,9,,137,88,10,46,52,47,15,003,008405,1,1500000US150030084051,1500000US150030084051,0,0,0,0,0,0,12
1500000US150030084052,Block Group 2; Census Tract 84.05; Honolulu County; Hawaii,1185,0,0,0,0,0,0,879,8,25,56,0,0,0,0,0,0,0,0,236,0,10,107,0,0,75,,45,29,9,19,0,16,15,003,008405,2,1500000US150030084052,1500000US150030084052,0,0,0,0,0,0,0
1500000US150030084053,Block Group 3; Census Tract 84.05; Honolulu County; Hawaii,2525,0,13,0,0,0,0,1480,80,83,31,0,0,0,0,31,0,12,9,546,42,76,0,81,362,13,,34,126,177,50,59,0,15,003,008405,3,1500000US150030084053,1500000US150030084053,0,0,0,0,0,0,0
1500000US150030084071,Block Group 1; Census Tract 84.07; Honolulu County; Hawaii,2642,31,14,0,0,0,0,1572,11,0,11,0,25,0,0,8,0,11,47,638,41,56,0,0,91,0,,149,104,144,22,0,15,15,003,008407,1,1500000US150030084071,1500000US150030084071,0,0,0,0,0,0,12
1500000US150030084072,Block Group 2; Census Tract 84.07; Honolulu County; Hawaii,1543,0,0,0,0,0,0,1082,12,10,0,0,0,0,0,0,0,75,0,363,32,0,0,0,11,60,,17,65,32,55,14,3,15,003,008407,2,1500000US150030084072,1500000US150030084072,0,0,0,0,0,0,0
1500000US150030084081,Block Group 1; Census Tract 84.08; Honolulu County; Hawaii,1622,20,0,0,0,0,0,1228,0,0,19,0,0,0,15,0,0,60,53,526,0,30,0,0,97,0,,39,62,40,74,38,23,15,003,008408,1,1500000US150030084081,1500000US150030084081,0,0,0,0,0,0,0
1500000US150030084082,Block Group 2; Census Tract 84.08; Honolulu County; Hawaii,4313,0,0,70,19,0,0,2995,188,15,59,0,0,0,0,0,0,70,53,1276,69,15,15,0,202,97,,276,233,400,81,59,18,15,003,008408,2,1500000US150030084082,1500000US150030084082,0,0,0,0,0,0,0
1500000US150030084083,Block Group 3; Census Tract 84.08; Honolulu County; Hawaii,3743,0,0,0,0,0,0,2417,0,0,0,0,0,0,0,16,0,0,32,981,0,101,123,0,0,0,,85,302,211,18,0,45,15,003,008408,3,1500000US150030084083,1500000US150030084083,0,0,0,0,0,0,16
1500000US150030084101,Block Group 1; Census Tract 84.10; Honolulu County; Hawaii,1798,11,0,0,0,0,0,,58,60,79,0,0,0,0,20,0,11,0,382,0,47,0,0,0,69,,108,0,10,9,20,28,15,003,008410,1,1500000US150030084101,1500000US150030084101,0,0,0,0,0,0,0
1500000US150030084102,Block Group 2; Census Tract 84.10; Honolulu County; Hawaii,4900,0,10,21,0,14,0,3136,126,35,0,0,3,0,0,90,0,108,37,1246,98,31,0,122,172,38,,192,189,283,51,9,26,15,003,008410,2,1500000US150030084102,1500000US150030084102,0,0,0,0,0,0,0
1500000US150030084111,Block Group 1; Census Tract 84.11; Honolulu County; Hawaii,943,0,8,0,0,0,0,678,0,9,0,8,8,0,0,8,0,13,17,280,10,43,0,0,0,16,,8,15,20,11,11,7,15,003,008411,1,1500000US150030084111,1500000US150030084111,0,0,0,0,0,0,9
1500000US150030084112,Block Group 2; Census Tract 84.11; Honolulu County; Hawaii,1225,129,62,8,0,0,0,757,0,8,43,0,8,0,0,21,0,183,23,238,106,31,9,0,0,34,,141,42,20,15,0,8,15,003,008411,2,1500000US150030084112,1500000US150030084112,0,0,0,0,0,0,0
1500000US150030084113,Block Group 3; Census Tract 84.11; Honolulu County; Hawaii,1275,7,0,7,0,0,0,686,30,29,57,0,38,0,0,7,0,19,17,320,0,0,16,0,38,71,,51,33,6,23,0,16,15,003,008411,3,1500000US150030084113,1500000US150030084113,0,0,0,0,0,0,0
1500000US150030084131,Block Group 1; Census Tract 84.13; Honolulu County; Hawaii,1671,0,18,281,55,0,0,,0,15,0,0,76,0,0,16,0,10,6,338,21,3,6,7,150,0,,34,10,30,128,14,29,15,003,008413,1,1500000US150030084131,1500000US150030084131,0,0,0,0,0,0,19
1500000US150030084132,Block Group 2; Census Tract 84.13; Honolulu County; Hawaii,1339,35,40,80,157,0,9,897,0,0,0,0,6,0,0,15,0,0,37,273,11,110,0,47,38,11,,7,40,27,0,87,11,15,003,008413,2,1500000US150030084132,1500000US150030084132,5,0,0,5,0,0,16
1500000US150030084141,Block Group 1; Census Tract 84.14; Honolulu County; Hawaii,2483,0,9,0,0,0,0,1608,10,10,17,0,0,0,0,6,0,0,7,642,0,0,0,36,88,0,,76,178,139,27,9,0,15,003,008414,1,1500000US150030084141,1500000US150030084141,0,0,0,0,0,0,0
1500000US150030084151,Block Group 1; Census Tract 84.15; Honolulu County; Hawaii,2199,0,0,0,0,0,0,1327,45,82,178,0,11,0,0,0,0,0,0,378,49,0,0,62,205,0,,30,74,177,52,31,8,15,003,008415,1,1500000US150030084151,1500000US150030084151,0,0,0,0,0,0,0
1500000US150030084152,Block Group 2; Census Tract 84.15; Honolulu County; Hawaii,2239,0,0,0,0,0,0,1535,92,38,51,0,25,0,0,0,0,42,42,566,33,151,0,96,25,93,,72,44,93,81,18,18,15,003,008415,2,1500000US150030084152,1500000US150030084152,0,0,0,0,0,0,6
1500000US150030084161,Block Group 1; Census Tract 84.16; Honolulu County; Hawaii,1197,150,0,0,0,0,0,617,0,0,10,0,7,0,0,47,0,0,32,228,59,0,0,0,210,0,,61,46,73,15,23,5,15,003,008416,1,1500000US150030084161,1500000US150030084161,0,0,0,0,0,0,0
1500000US150030084162,Block Group 2; Census Tract 84.16; Honolulu County; Hawaii,2019,29,76,0,15,0,0,1331,134,0,134,0,16,0,0,6,0,43,93,359,0,0,0,189,0,0,,12,167,8,16,0,30,15,003,008416,2,1500000US150030084162,1500000US150030084162,0,0,0,0,0,0,0
1500000US150030084171,Block Group 1; Census Tract 84.17; Honolulu County; Hawaii,1304,152,66,0,0,0,0,856,28,0,23,0,108,0,0,0,0,134,32,390,0,107,38,44,84,0,,153,55,0,0,0,9,15,003,008417,1,1500000US150030084171,1500000US150030084172,0,0,0,0,0,0,0
1500000US150030084172,Block Group 2; Census Tract 84.17; Honolulu County; Hawaii,2005,421,41,0,0,0,14,1088,0,0,0,0,22,0,0,29,0,64,18,415,36,59,80,79,14,11,,168,69,158,53,0,25,15,003,008417,2,1500000US150030084172,1500000US150030084171,0,0,0,0,0,0,0
1500000US150030084173,Block Group 3; Census Tract 84.17; Honolulu County; Hawaii,634,0,33,0,0,0,0,,0,0,0,0,0,0,0,9,0,49,13,190,0,0,18,0,0,0,,39,0,17,17,0,19,15,003,008417,3,1500000US150030084173,1500000US150030084173,0,0,0,0,0,0,0
1500000US150030084181,Block Group 1; Census Tract 84.18; Honolulu County; Hawaii,2555,55,92,285,84,73,57,1579,0,29,39,0,9,0,0,0,0,11,46,603,110,307,17,58,300,0,,104,41,175,55,19,55,15,003,008418,1,1500000US150030084181,1500000US150030084182,0,0,0,0,0,0,0
1500000US150030084182,Block Group 2; Census Tract 84.18; Honolulu County; Hawaii,1989,70,42,116,58,20,57,1107,0,92,5,0,50,0,0,0,0,26,18,317,40,5,37,30,40,45,,83,12,45,32,24,144,15,003,008418,2,1500000US150030084182,1500000US150030084181,0,0,0,0,0,0,0
1500000US150030084183,Block Group 3; Census Tract 84.18; Honolulu County; Hawaii,934,39,19,71,106,67,0,641,0,0,0,0,39,0,0,40,0,15,19,252,61,58,0,0,21,10,,33,46,54,0,0,46,15,003,008418,3,1500000US150030084183,1500000US150030084183,0,0,0,0,0,0,0
1500000US150030085021,Block Group 1; Census Tract 85.02; Honolulu County; Hawaii,2971,90,230,93,120,39,12,1185,0,71,25,7,69,0,0,0,0,229,40,463,242,201,155,110,238,26,,87,80,129,42,36,27,15,003,008502,1,1500000US150030085021,1500000US150030085021,41,0,41,0,0,0,367
1500000US150030086091,Block Group 1; Census Tract 86.09; Honolulu County; Hawaii,1884,17,273,54,0,0,0,1378,5,43,14,0,42,0,0,18,0,94,57,493,122,33,43,70,83,37,,35,72,27,13,18,1,15,003,008609,1,1500000US150030086091,1500000US150030086091,0,0,0,0,0,0,11
1500000US150030086101,Block Group 1; Census Tract 86.10; Honolulu County; Hawaii,987,17,0,0,0,0,0,682,0,0,4,0,0,0,0,0,0,54,62,332,6,15,6,0,19,6,,38,0,0,5,24,33,15,003,008610,1,1500000US150030086101,1500000US150030086101,0,0,0,0,0,0,0
1500000US150030086111,Block Group 1; Census Tract 86.11; Honolulu County; Hawaii,25,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,008611,1,1500000US150030086111,1500000US150030086111,0,0,0,0,0,0,24
1500000US150030086231,Block Group 1; Census Tract 86.23; Honolulu County; Hawaii,2172,12,0,0,0,0,0,,31,0,0,0,0,0,0,10,0,0,13,511,13,72,0,0,148,0,,84,164,130,161,0,13,15,003,008623,1,1500000US150030086231,1500000US150030086231,0,0,0,0,0,0,0
1500000US150030086232,Block Group 2; Census Tract 86.23; Honolulu County; Hawaii,976,0,0,0,0,0,0,667,0,0,10,0,0,0,0,8,0,40,50,194,10,384,52,0,65,21,,44,50,62,18,0,0,15,003,008623,2,1500000US150030086232,1500000US150030086234,0,0,0,0,109,0,0
1500000US150030086233,Block Group 3; Census Tract 86.23; Honolulu County; Hawaii,2173,0,0,0,0,0,0,1279,55,28,24,0,42,0,0,0,0,5,18,523,30,0,39,16,26,0,,170,75,103,46,8,21,15,003,008623,3,1500000US150030086233,1500000US150030086232,0,0,0,0,0,0,0
1500000US150030086234,Block Group 4; Census Tract 86.23; Honolulu County; Hawaii,15,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,008623,4,1500000US150030086234,1500000US150030086233,0,0,0,0,0,0,0
1500000US150030086241,Block Group 1; Census Tract 86.24; Honolulu County; Hawaii,1820,31,0,0,0,0,14,1181,6,0,0,0,35,0,0,14,0,5,22,399,24,41,6,0,23,202,,15,319,19,35,14,17,15,003,008624,1,1500000US150030086241,1500000US150030086241,0,0,0,0,0,0,31
1500000US150030086242,Block Group 2; Census Tract 86.24; Honolulu County; Hawaii,1742,72,5,0,0,0,0,1088,0,0,0,0,0,0,0,12,0,10,5,307,0,171,0,23,0,0,,64,80,6,41,17,27,15,003,008624,2,1500000US150030086242,1500000US150030086242,0,0,0,0,0,0,2
1500000US150030086251,Block Group 1; Census Tract 86.25; Honolulu County; Hawaii,1225,176,16,0,0,0,0,,36,0,49,0,55,0,0,64,0,0,62,230,43,66,0,0,0,0,,39,11,0,82,21,0,15,003,008625,1,1500000US150030086251,1500000US150030086251,0,0,0,0,0,0,11
1500000US150030086252,Block Group 2; Census Tract 86.25; Honolulu County; Hawaii,2220,206,0,10,101,0,6,1135,0,26,64,0,177,0,0,22,0,168,56,392,15,100,69,76,260,61,,38,74,226,36,13,36,15,003,008625,2,1500000US150030086252,1500000US150030086252,24,0,0,24,0,0,0
1500000US150030086261,Block Group 1; Census Tract 86.26; Honolulu County; Hawaii,1462,0,0,0,0,0,39,771,0,0,0,0,199,0,0,0,0,0,150,345,520,0,24,0,163,0,,233,94,0,37,13,11,15,003,008626,1,1500000US150030086261,1500000US150030086261,0,0,0,0,0,0,0
1500000US150030086262,Block Group 2; Census Tract 86.26; Honolulu County; Hawaii,1792,18,0,18,0,58,65,1057,0,63,19,0,0,0,0,26,0,112,0,336,0,341,74,102,22,0,,62,165,60,10,0,17,15,003,008626,2,1500000US150030086262,1500000US150030086262,0,0,0,0,0,0,0
1500000US150030086271,Block Group 1; Census Tract 86.27; Honolulu County; Hawaii,1477,0,46,45,0,0,0,,0,0,0,0,45,0,0,45,0,0,0,311,0,92,171,0,253,176,,133,109,193,33,0,0,15,003,008627,1,1500000US150030086271,1500000US150030086272,0,0,0,0,0,0,4
1500000US150030086272,Block Group 2; Census Tract 86.27; Honolulu County; Hawaii,1836,0,0,0,0,0,0,1310,0,37,16,0,0,0,0,16,0,19,25,424,0,0,0,24,18,0,,149,16,68,47,25,19,15,003,008627,2,1500000US150030086272,1500000US150030086275,58,0,0,0,0,0,17
1500000US150030086273,Block Group 3; Census Tract 86.27; Honolulu County; Hawaii,857,118,42,0,0,0,0,,0,15,0,0,0,0,0,0,0,0,30,185,104,0,0,0,0,0,,53,13,13,0,0,15,15,003,008627,3,1500000US150030086273,1500000US150030086271,23,0,0,23,0,0,0
1500000US150030086274,Block Group 4; Census Tract 86.27; Honolulu County; Hawaii,2437,103,0,0,0,0,0,1143,3,73,18,0,2,0,0,0,0,64,21,469,29,335,88,162,0,0,,67,153,77,90,0,0,15,003,008627,4,1500000US150030086274,1500000US150030086273,0,0,0,0,0,0,9
1500000US150030086275,Block Group 5; Census Tract 86.27; Honolulu County; Hawaii,2589,34,63,16,17,0,0,1532,0,0,0,0,0,0,0,0,0,40,18,616,37,255,0,0,92,0,,101,150,35,41,7,0,15,003,008627,5,1500000US150030086275,1500000US150030086274,0,0,0,0,0,0,0
1500000US150030086281,Block Group 1; Census Tract 86.28; Honolulu County; Hawaii,2378,44,0,0,0,0,0,1271,241,22,48,0,113,0,0,14,0,0,0,507,0,0,376,0,37,163,,233,148,108,76,9,26,15,003,008628,1,1500000US150030086281,1500000US150030086281,0,0,0,0,0,0,0
1500000US150030086282,Block Group 2; Census Tract 86.28; Honolulu County; Hawaii,1404,83,0,15,0,0,0,913,0,0,38,0,0,0,0,12,0,7,44,432,42,15,12,0,80,0,,16,70,0,64,0,17,15,003,008628,2,1500000US150030086282,1500000US150030086282,0,0,0,0,0,0,0
1500000US150030086291,Block Group 1; Census Tract 86.29; Honolulu County; Hawaii,2006,67,0,0,0,0,0,1314,0,24,0,0,66,0,0,0,0,55,73,562,35,508,0,94,0,14,,0,45,161,32,0,32,15,003,008629,1,1500000US150030086291,1500000US150030086291,0,0,0,0,0,0,0
1500000US150030086301,Block Group 1; Census Tract 86.30; Honolulu County; Hawaii,2194,240,203,22,0,0,0,1213,10,69,0,0,34,0,0,0,0,30,0,431,118,81,277,45,303,0,,68,138,85,24,0,0,15,003,008630,1,1500000US150030086301,1500000US150030086301,0,0,0,0,0,0,0
1500000US150030086302,Block Group 2; Census Tract 86.30; Honolulu County; Hawaii,1506,174,87,0,34,0,0,963,13,8,29,0,0,0,0,0,0,0,9,363,30,1,80,262,29,15,,145,59,0,11,9,29,15,003,008630,2,1500000US150030086302,1500000US150030086302,0,0,0,0,0,0,21
1500000US150030086311,Block Group 1; Census Tract 86.31; Honolulu County; Hawaii,1545,67,8,0,0,0,0,975,0,10,87,0,21,0,0,15,0,62,8,380,0,0,98,10,67,126,,51,58,65,0,16,25,15,003,008631,1,1500000US150030086311,1500000US150030086311,0,0,0,0,0,0,0
1500000US150030086312,Block Group 2; Census Tract 86.31; Honolulu County; Hawaii,1443,6,54,0,0,0,0,1367,0,0,0,0,0,0,0,20,0,87,142,457,0,0,0,0,9,0,,0,27,46,0,10,17,15,003,008631,2,1500000US150030086312,1500000US150030086312,0,0,0,0,0,0,0
1500000US150030086321,Block Group 1; Census Tract 86.32; Honolulu County; Hawaii,523,8,82,72,0,0,0,346,24,0,0,0,32,0,0,8,0,0,7,135,26,22,7,23,18,0,,12,23,9,0,15,0,15,003,008632,1,1500000US150030086321,1500000US150030086322,0,0,0,0,0,0,21
1500000US150030086322,Block Group 2; Census Tract 86.32; Honolulu County; Hawaii,2637,41,102,470,59,0,18,1994,13,32,19,0,22,0,0,8,0,34,80,621,56,142,37,11,69,0,,62,68,129,46,0,11,15,003,008632,2,1500000US150030086322,1500000US150030086321,0,0,0,0,0,0,0
1500000US150030086323,Block Group 3; Census Tract 86.32; Honolulu County; Hawaii,1066,18,164,43,15,0,0,569,13,0,7,0,9,0,0,4,0,29,21,186,3,61,18,5,103,0,,39,62,48,0,4,4,15,003,008632,3,1500000US150030086323,1500000US150030086323,0,0,0,0,0,0,11
1500000US150030086324,Block Group 4; Census Tract 86.32; Honolulu County; Hawaii,970,26,69,121,0,0,0,543,8,10,0,0,0,0,0,0,0,0,18,180,11,59,0,0,0,32,,136,55,17,0,42,8,15,003,008632,4,1500000US150030086324,1500000US150030086324,0,0,0,0,0,0,0
1500000US150030086331,Block Group 1; Census Tract 86.33; Honolulu County; Hawaii,3130,212,310,0,0,7,0,1933,8,106,23,0,5,0,0,14,0,47,24,758,73,41,29,216,55,10,,68,212,89,50,0,6,15,003,008633,1,1500000US150030086331,1500000US150030086331,0,0,0,0,0,0,0
1500000US150030086341,Block Group 1; Census Tract 86.34; Honolulu County; Hawaii,766,18,6,47,0,0,0,459,6,18,0,0,0,0,0,12,0,0,12,239,158,0,0,0,0,0,,56,36,7,14,0,0,15,003,008634,1,1500000US150030086341,1500000US150030086342,0,0,0,0,0,0,0
1500000US150030086342,Block Group 2; Census Tract 86.34; Honolulu County; Hawaii,1159,55,140,0,71,0,0,927,0,0,0,0,0,0,0,0,0,22,19,311,239,332,0,0,0,0,,64,44,23,35,16,21,15,003,008634,2,1500000US150030086342,1500000US150030086341,0,0,0,0,0,0,0
1500000US150030086343,Block Group 3; Census Tract 86.34; Honolulu County; Hawaii,1310,69,186,34,0,0,0,960,52,0,0,0,0,0,0,0,0,41,6,346,56,0,0,0,11,206,,69,94,6,16,17,27,15,003,008634,3,1500000US150030086343,1500000US150030086343,0,0,0,0,0,0,0
1500000US150030087021,Block Group 1; Census Tract 87.02; Honolulu County; Hawaii,2804,10,104,124,64,10,0,1282,0,5,33,0,259,0,0,262,0,135,168,553,97,181,156,72,32,109,,87,85,138,24,0,41,15,003,008702,1,1500000US150030087021,1500000US150030087021,4,0,0,4,0,0,12
1500000US150030087022,Block Group 2; Census Tract 87.02; Honolulu County; Hawaii,1316,18,110,28,117,14,14,670,27,53,17,12,36,0,0,54,0,32,30,246,126,27,73,90,188,0,,29,79,27,19,7,13,15,003,008702,2,1500000US150030087022,1500000US150030087022,9,0,0,9,0,0,8
1500000US150030087023,Block Group 3; Census Tract 87.02; Honolulu County; Hawaii,1189,6,63,163,41,0,0,639,0,97,14,0,84,0,0,35,0,46,0,181,20,79,14,153,73,0,,38,28,28,13,13,12,15,003,008702,3,1500000US150030087023,1500000US150030087023,7,0,0,7,0,0,4
1500000US150030087041,Block Group 1; Census Tract 87.04; Honolulu County; Hawaii,564,96,20,61,24,0,0,350,0,0,0,0,0,0,0,0,0,5,7,129,7,0,0,0,0,0,,0,18,0,6,0,14,15,003,008704,1,1500000US150030087041,1500000US150030087041,0,0,0,0,0,0,0
1500000US150030087042,Block Group 2; Census Tract 87.04; Honolulu County; Hawaii,2143,33,25,197,119,0,0,1039,24,70,61,0,75,0,0,0,0,56,19,352,126,9,8,96,21,0,,15,63,89,76,2,26,15,003,008704,2,1500000US150030087042,1500000US150030087042,4,0,0,4,0,0,27
1500000US150030087051,Block Group 1; Census Tract 87.05; Honolulu County; Hawaii,1969,36,281,97,58,0,24,,10,25,87,0,64,0,0,101,0,24,30,443,279,236,165,264,1,42,,66,186,40,75,23,4,15,003,008705,1,1500000US150030087051,1500000US150030087051,0,0,0,0,0,0,0
1500000US150030087052,Block Group 2; Census Tract 87.05; Honolulu County; Hawaii,1616,12,109,110,12,0,0,471,12,38,50,0,70,10,7,53,0,29,0,269,61,337,0,215,152,149,,97,108,81,75,12,6,15,003,008705,2,1500000US150030087052,1500000US150030087052,0,0,0,0,0,0,29
1500000US150030087061,Block Group 1; Census Tract 87.06; Honolulu County; Hawaii,954,106,26,0,0,0,0,631,5,20,11,0,0,0,0,18,0,9,8,187,4,0,0,10,40,10,,0,68,0,15,11,17,15,003,008706,1,1500000US150030087061,1500000US150030087061,0,0,0,0,0,0,0
1500000US150030087062,Block Group 2; Census Tract 87.06; Honolulu County; Hawaii,1182,0,50,198,49,0,27,,0,0,68,0,41,0,0,71,0,31,11,282,175,112,0,372,63,107,,97,0,29,31,0,55,15,003,008706,2,1500000US150030087062,1500000US150030087062,0,0,0,0,0,0,0
1500000US150030087063,Block Group 3; Census Tract 87.06; Honolulu County; Hawaii,1804,251,69,20,0,5,0,1353,0,0,0,0,0,0,0,8,0,16,17,424,49,63,163,85,0,0,,50,19,86,0,21,39,15,003,008706,3,1500000US150030087063,1500000US150030087063,0,0,0,0,0,0,0
1500000US150030087071,Block Group 1; Census Tract 87.07; Honolulu County; Hawaii,1744,0,127,204,32,0,0,726,0,0,71,0,45,0,0,0,0,0,23,340,14,14,52,20,289,225,,28,62,66,21,11,44,15,003,008707,1,1500000US150030087071,1500000US150030087071,0,0,0,0,0,0,4
1500000US150030087072,Block Group 2; Census Tract 87.07; Honolulu County; Hawaii,947,31,27,147,0,0,0,702,0,0,56,0,102,0,0,24,0,22,28,197,0,0,0,0,54,0,,0,0,0,73,0,22,15,003,008707,2,1500000US150030087072,1500000US150030087072,0,0,0,0,0,0,13
1500000US150030087073,Block Group 3; Census Tract 87.07; Honolulu County; Hawaii,1897,23,67,181,29,9,0,880,0,18,23,11,21,0,0,37,0,0,21,292,32,213,0,0,28,122,,63,0,0,38,54,64,15,003,008707,3,1500000US150030087073,1500000US150030087073,2,0,0,2,0,0,16
1500000US150030087074,Block Group 4; Census Tract 87.07; Honolulu County; Hawaii,1610,9,75,239,0,8,32,763,20,0,10,27,21,0,0,0,0,37,67,233,21,181,48,201,31,23,,58,68,72,106,17,55,15,003,008707,4,1500000US150030087074,1500000US150030087074,5,0,0,0,0,0,4
1500000US150030088011,Block Group 1; Census Tract 88.01; Honolulu County; Hawaii,1544,110,175,28,39,0,0,697,21,11,28,0,24,0,0,29,0,0,102,260,16,61,33,0,58,0,,8,26,22,19,19,18,15,003,008801,1,1500000US150030088011,1500000US150030088011,0,0,0,0,0,0,4
1500000US150030088012,Block Group 2; Census Tract 88.01; Honolulu County; Hawaii,1908,35,373,10,30,0,0,1061,0,55,8,0,10,0,0,121,0,30,121,279,6,44,0,57,32,0,,20,42,60,27,0,9,15,003,008801,2,1500000US150030088012,1500000US150030088012,12,0,0,12,0,0,43
1500000US150030088021,Block Group 1; Census Tract 88.02; Honolulu County; Hawaii,1072,40,11,0,10,0,0,,10,0,25,0,35,0,0,10,0,0,25,234,25,0,0,26,30,101,,11,18,76,9,0,0,15,003,008802,1,1500000US150030088021,1500000US150030088021,6,0,0,6,0,0,24
1500000US150030088022,Block Group 2; Census Tract 88.02; Honolulu County; Hawaii,2233,0,48,267,110,9,0,1167,0,0,18,0,111,0,0,9,0,0,8,479,64,220,10,9,16,18,,37,0,11,33,52,18,15,003,008802,2,1500000US150030088022,1500000US150030088022,5,0,0,5,0,0,9
