GEO_ID,NAME,B01001_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E,B25046_001E,B27010_017E,B27010_033E,B27010_050E,B27010_066E,B28009E_006E,B28002_013E,B16002_004E,B16002_007E,B16002_010E,B16002_013E,B16002_016E,B16002_019E,B16002_022E,B16002_025E,B16002_028E,B16002_031E,B16002_034E,B16002_037E,C16002_004E,C16002_007E,C16002_010E,C16002_013E,B09019_005E,B09019_008E,B19101A_001E,C17002_002E,C17002_003E,C17002_004E,C17002_005E,C17002_006E,C17002_007E,B20005_002E,B01001G_003E,B01001G_004E,B01001G_005E,B01001G_006E,B01001_020E,B01001_021E,state,county,tract,block group,GEO_ID_2,B05013_017E,B05013_018E,B05013_019E,B01001B_016E,B01001B_017E,B01001B_018E,B01001B_019E,B01001_044E,B01001_045E,B05013_036E,B05013_037E,B05013_038E,B01001B_031E,B26203_003E,B26203_004E,B26203_005E,B26203_006E,B26203_007E,B26203_008E,B26203_009E,B26203_010E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B25008D_003E,B16001_005E,B16001_008E,B16001_011E,B16001_014E,B16001_017E,B16001_020E,B16001_023E,B16001_026E,B16001_029E,B16001_032E,B16001_035E,B16001_038E
1500000US150010201001,Block Group 1; Census Tract 201; Hawaii County; Hawaii,1462,82,294,87,17,5,9,813,0,42,40,0,97,160,,,,,,,,,,,,,0,0,53,0,79,49,,211,140,38,15,210,3,,,,,,15,24,15,001,020100,1,1500000US150010201001,,,,,,,,3,0,,,,,,,,,,,,,178,0,14,450,418,21,381,49,,,,,,,,,,,,
1500000US150030078172,Block Group 2; Census Tract 78.17; Honolulu County; Hawaii,655,8,150,20,0,5,6,,0,0,0,0,0,8,,,,,,,,,,,,,0,0,6,0,0,9,,0,0,0,34,0,6,,,,,,0,0,15,003,007817,2,1500000US150030078172,,,,,,,,0,68,,,,,,,,,,,,,44,0,0,375,58,0,178,17,,,,,,,,,,,,
1500000US150030080011,Block Group 1; Census Tract 80.01; Honolulu County; Hawaii,2218,78,78,25,63,20,64,1136,8,0,25,0,9,104,,,,,,,,,,,,,0,0,51,0,116,199,,73,102,95,156,250,39,,,,,,14,17,15,003,008001,1,1500000US150030080011,,,,,,,,42,43,,,,,,,,,,,,,96,23,7,1291,177,5,619,340,,,,,,,,,,,,
1500000US150030080012,Block Group 2; Census Tract 80.01; Honolulu County; Hawaii,655,12,149,18,10,21,15,284,0,10,8,0,0,7,,,,,,,,,,,,,0,0,0,0,7,63,,25,20,38,0,1,8,,,,,,11,31,15,003,008001,2,1500000US150030080012,,,,,,,,5,18,,,,,,,,,,,,,72,0,0,268,24,0,291,83,,,,,,,,,,,,
1500000US150030080021,Block Group 1; Census Tract 80.02; Honolulu County; Hawaii,1924,15,65,114,213,17,0,963,0,97,40,0,0,83,,,,,,,,,,,,,0,0,30,0,50,53,,16,25,12,0,155,7,,,,,,15,81,15,003,008002,1,1500000US150030080021,,,,,,,,128,9,,,,,,,,,,,,,151,17,0,1283,206,18,249,312,,,,,,,,,,,,
1500000US150030080022,Block Group 2; Census Tract 80.02; Honolulu County; Hawaii,1168,5,10,25,282,0,1,746,9,9,6,0,0,30,,,,,,,,,,,,,0,0,5,0,46,39,,92,20,31,75,14,61,,,,,,34,29,15,003,008002,2,1500000US150030080022,,,,,,,,33,30,,,,,,,,,,,,,114,6,0,704,0,0,344,51,,,,,,,,,,,,
1500000US150030080051,Block Group 1; Census Tract 80.05; Honolulu County; Hawaii,2501,7,40,758,57,0,0,1584,80,27,12,0,0,114,,,,,,,,,,,,,0,0,107,0,60,173,,54,11,26,22,0,0,,,,,,0,20,15,003,008005,1,1500000US150030080051,,,,,,,,20,36,,,,,,,,,,,,,497,0,0,990,0,61,953,71,,,,,,,,,,,,
1500000US150030080052,Block Group 2; Census Tract 80.05; Honolulu County; Hawaii,1229,0,11,390,0,0,0,965,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,92,11,,0,4,0,2,12,0,,,,,,80,30,15,003,008005,2,1500000US150030080052,,,,,,,,14,96,,,,,,,,,,,,,95,0,0,608,233,0,293,65,,,,,,,,,,,,
1500000US150030080053,Block Group 3; Census Tract 80.05; Honolulu County; Hawaii,665,111,13,178,0,0,0,511,0,0,0,0,0,36,,,,,,,,,,,,,0,0,66,0,27,83,,0,0,0,66,0,0,,,,,,12,19,15,003,008005,3,1500000US150030080053,,,,,,,,0,19,,,,,,,,,,,,,84,0,0,456,0,17,108,0,,,,,,,,,,,,
1500000US150030080054,Block Group 4; Census Tract 80.05; Honolulu County; Hawaii,1872,0,51,446,23,0,0,,0,0,0,0,0,21,,,,,,,,,,,,,0,0,12,0,8,72,,159,0,0,0,50,0,,,,,,0,53,15,003,008005,4,1500000US150030080054,,,,,,,,1,117,,,,,,,,,,,,,121,19,0,968,188,13,563,0,,,,,,,,,,,,
1500000US150030080081,Block Group 1; Census Tract 80.08; Honolulu County; Hawaii,1048,41,85,148,0,0,5,539,2,34,1,0,1,9,,,,,,,,,,,,,0,0,1,0,27,9,,22,8,0,22,32,61,,,,,,6,9,15,003,008008,1,1500000US150030080081,,,,,,,,30,6,,,,,,,,,,,,,132,0,0,355,148,7,406,44,,,,,,,,,,,,
1500000US150030080082,Block Group 2; Census Tract 80.08; Honolulu County; Hawaii,687,5,0,0,0,0,6,416,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,18,5,,69,0,21,0,0,0,,,,,,0,0,15,003,008008,2,1500000US150030080082,,,,,,,,0,0,,,,,,,,,,,,,275,85,0,17,0,118,192,6,,,,,,,,,,,,
1500000US150030080091,Block Group 1; Census Tract 80.09; Honolulu County; Hawaii,1050,211,129,11,0,0,0,509,9,0,5,0,0,63,,,,,,,,,,,,,0,0,56,0,49,129,,37,29,87,52,33,0,,,,,,52,0,15,003,008009,1,1500000US150030080091,,,,,,,,62,71,,,,,,,,,,,,,8,10,0,717,17,7,291,260,,,,,,,,,,,,
1500000US150030080092,Block Group 2; Census Tract 80.09; Honolulu County; Hawaii,2052,434,259,140,0,0,0,1157,21,11,0,0,0,113,,,,,,,,,,,,,0,0,87,0,171,259,,101,30,250,69,0,71,,,,,,9,12,15,003,008009,2,1500000US150030080092,,,,,,,,44,16,,,,,,,,,,,,,565,8,0,919,115,9,436,288,,,,,,,,,,,,
1500000US150030080101,Block Group 1; Census Tract 80.10; Honolulu County; Hawaii,732,0,17,87,157,0,0,528,0,0,0,0,35,36,,,,,,,,,,,,,0,0,2,0,40,45,,7,27,12,2,65,0,,,,,,45,10,15,003,008010,1,1500000US150030080101,,,,,,,,22,2,,,,,,,,,,,,,68,0,0,487,41,0,136,34,,,,,,,,,,,,
1500000US150030080102,Block Group 2; Census Tract 80.10; Honolulu County; Hawaii,1788,0,163,220,15,0,0,,9,0,53,0,0,29,,,,,,,,,,,,,0,0,0,0,7,18,,13,51,9,0,46,0,,,,,,21,15,15,003,008010,2,1500000US150030080102,,,,,,,,18,0,,,,,,,,,,,,,68,11,0,1152,83,144,330,0,,,,,,,,,,,,
1500000US150030080111,Block Group 1; Census Tract 80.11; Honolulu County; Hawaii,2670,151,345,289,0,0,0,1890,0,0,0,0,13,96,,,,,,,,,,,,,0,0,12,0,69,72,,52,29,1,0,600,6,,,,,,17,67,15,003,008011,1,1500000US150030080111,,,,,,,,39,195,,,,,,,,,,,,,165,11,0,1394,558,0,542,79,,,,,,,,,,,,
1500000US150030080121,Block Group 1; Census Tract 80.12; Honolulu County; Hawaii,1679,16,102,187,113,25,0,1058,0,51,0,0,0,7,,,,,,,,,,,,,0,0,0,0,36,9,,88,0,19,0,0,9,,,,,,53,48,15,003,008012,1,1500000US150030080121,,,,,,,,19,5,,,,,,,,,,,,,50,51,0,1174,85,0,319,29,,,,,,,,,,,,
1500000US150030080122,Block Group 2; Census Tract 80.12; Honolulu County; Hawaii,1266,17,41,150,181,0,0,632,0,30,33,0,0,29,,,,,,,,,,,,,0,0,14,0,15,55,,0,85,6,48,53,5,,,,,,54,8,15,003,008012,2,1500000US150030080122,,,,,,,,18,36,,,,,,,,,,,,,46,42,0,806,209,43,120,164,,,,,,,,,,,,
1500000US150030080131,Block Group 1; Census Tract 80.13; Honolulu County; Hawaii,1022,0,253,66,0,0,0,747,4,0,5,0,24,0,,,,,,,,,,,,,0,0,0,0,20,14,,28,17,0,0,19,16,,,,,,7,8,15,003,008013,1,1500000US150030080131,,,,,,,,32,19,,,,,,,,,,,,,8,0,0,551,86,139,238,45,,,,,,,,,,,,
1500000US150030080132,Block Group 2; Census Tract 80.13; Honolulu County; Hawaii,1242,0,116,251,4,0,8,,18,0,13,0,0,27,,,,,,,,,,,,,0,0,0,0,10,37,,13,1,21,24,22,8,,,,,,12,0,15,003,008013,2,1500000US150030080132,,,,,,,,0,26,,,,,,,,,,,,,42,0,0,941,0,36,223,26,,,,,,,,,,,,
1500000US150030083011,Block Group 1; Census Tract 83.01; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,15,003,008301,1,1500000US150030083011,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1500000US150030083012,Block Group 2; Census Tract 83.01; Honolulu County; Hawaii,2688,10,162,220,178,77,13,1426,0,0,16,0,0,0,,,,,,,,,,,,,0,0,0,0,115,37,,473,92,39,0,38,25,,,,,,5,24,15,003,008301,2,1500000US150030083012,,,,,,,,8,27,,,,,,,,,,,,,753,250,0,368,179,14,1124,480,,,,,,,,,,,,
1500000US150030083013,Block Group 3; Census Tract 83.01; Honolulu County; Hawaii,1173,0,103,118,69,21,13,593,0,8,0,0,0,0,,,,,,,,,,,,,0,0,0,0,32,21,,87,8,39,103,18,0,,,,,,0,12,15,003,008301,3,1500000US150030083013,,,,,,,,3,6,,,,,,,,,,,,,575,17,0,102,127,164,188,176,,,,,,,,,,,,
1500000US150030083014,Block Group 4; Census Tract 83.01; Honolulu County; Hawaii,2060,116,133,104,72,33,16,1041,23,12,8,10,0,0,,,,,,,,,,,,,0,0,0,0,7,32,,18,204,45,20,67,52,,,,,,0,0,15,003,008301,4,1500000US150030083014,,,,,,,,10,5,,,,,,,,,,,,,804,122,0,85,510,193,346,15,,,,,,,,,,,,
1500000US150030083021,Block Group 1; Census Tract 83.02; Honolulu County; Hawaii,2043,10,285,79,10,10,0,,0,12,22,9,0,34,,,,,,,,,,,,,0,0,58,0,10,20,,63,39,86,12,33,0,,,,,,0,59,15,003,008302,1,1500000US150030083021,,,,,,,,0,53,,,,,,,,,,,,,65,0,0,1685,63,10,220,169,,,,,,,,,,,,
1500000US150030083022,Block Group 2; Census Tract 83.02; Honolulu County; Hawaii,2137,13,335,22,27,24,26,1190,0,0,47,0,0,82,,,,,,,,,,,,,0,0,0,0,0,57,,0,26,87,71,0,49,,,,,,41,11,15,003,008302,2,1500000US150030083022,,,,,,,,10,10,,,,,,,,,,,,,130,0,0,1575,82,0,350,154,,,,,,,,,,,,
1500000US150030083023,Block Group 3; Census Tract 83.02; Honolulu County; Hawaii,2499,12,363,57,27,0,30,1127,22,0,34,0,0,91,,,,,,,,,,,,,0,0,38,0,12,32,,116,0,184,25,296,0,,,,,,28,66,15,003,008302,3,1500000US150030083023,,,,,,,,9,57,,,,,,,,,,,,,19,0,0,1205,466,14,795,76,,,,,,,,,,,,
1500000US150030084051,Block Group 1; Census Tract 84.05; Honolulu County; Hawaii,1577,0,0,0,0,0,0,,0,10,27,0,0,9,,,,,,,,,,,,,0,0,10,0,0,8,,10,1,0,0,87,9,,,,,,52,47,15,003,008405,1,1500000US150030084051,,,,,,,,46,35,,,,,,,,,,,,,148,166,0,769,79,43,372,0,,,,,,,,,,,,
1500000US150030084052,Block Group 2; Census Tract 84.05; Honolulu County; Hawaii,1185,0,0,0,0,0,0,879,8,25,56,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,0,10,107,0,0,75,,,,,,0,16,15,003,008405,2,1500000US150030084052,,,,,,,,9,40,,,,,,,,,,,,,10,0,0,767,120,0,288,187,,,,,,,,,,,,
1500000US150030084053,Block Group 3; Census Tract 84.05; Honolulu County; Hawaii,2525,0,13,0,0,0,0,1480,80,83,31,0,0,0,,,,,,,,,,,,,0,0,31,0,12,9,,42,76,0,81,362,13,,,,,,59,0,15,003,008405,3,1500000US150030084053,,,,,,,,61,27,,,,,,,,,,,,,169,222,0,1613,172,0,349,76,,,,,,,,,,,,
1500000US150030084071,Block Group 1; Census Tract 84.07; Honolulu County; Hawaii,2642,31,14,0,0,0,0,1572,11,0,11,0,0,25,,,,,,,,,,,,,0,0,8,0,11,47,,41,56,0,0,91,0,,,,,,0,15,15,003,008407,1,1500000US150030084071,,,,,,,,0,19,,,,,,,,,,,,,556,280,0,759,45,81,921,67,,,,,,,,,,,,
1500000US150030084072,Block Group 2; Census Tract 84.07; Honolulu County; Hawaii,1543,0,0,0,0,0,0,1082,12,10,0,0,0,0,,,,,,,,,,,,,0,0,0,0,75,0,,32,0,0,0,11,60,,,,,,14,3,15,003,008407,2,1500000US150030084072,,,,,,,,0,9,,,,,,,,,,,,,345,11,10,432,139,11,595,269,,,,,,,,,,,,
1500000US150030084081,Block Group 1; Census Tract 84.08; Honolulu County; Hawaii,1622,20,0,0,0,0,0,1228,0,0,19,0,0,0,,,,,,,,,,,,,0,15,0,0,60,53,,0,30,0,0,97,0,,,,,,38,23,15,003,008408,1,1500000US150030084081,,,,,,,,17,0,,,,,,,,,,,,,503,121,18,657,23,0,300,236,,,,,,,,,,,,
1500000US150030084082,Block Group 2; Census Tract 84.08; Honolulu County; Hawaii,4313,0,0,70,19,0,0,2995,188,15,59,0,0,0,,,,,,,,,,,,,0,0,0,0,70,53,,69,15,15,0,202,97,,,,,,59,18,15,003,008408,2,1500000US150030084082,,,,,,,,18,45,,,,,,,,,,,,,1344,336,22,1162,79,126,1244,245,,,,,,,,,,,,
1500000US150030084083,Block Group 3; Census Tract 84.08; Honolulu County; Hawaii,3743,0,0,0,0,0,0,2417,0,0,0,0,0,0,,,,,,,,,,,,,0,0,16,0,0,32,,0,101,123,0,0,0,,,,,,0,45,15,003,008408,3,1500000US150030084083,,,,,,,,10,31,,,,,,,,,,,,,1570,145,0,876,83,78,991,0,,,,,,,,,,,,
1500000US150030084101,Block Group 1; Census Tract 84.10; Honolulu County; Hawaii,1798,11,0,0,0,0,0,,58,60,79,0,0,0,,,,,,,,,,,,,0,0,20,0,11,0,,0,47,0,0,0,69,,,,,,20,28,15,003,008410,1,1500000US150030084101,,,,,,,,0,10,,,,,,,,,,,,,76,154,0,839,63,58,608,0,,,,,,,,,,,,
1500000US150030084102,Block Group 2; Census Tract 84.10; Honolulu County; Hawaii,4900,0,10,21,0,14,0,3136,126,35,0,0,0,3,,,,,,,,,,,,,0,0,90,0,108,37,,98,31,0,122,172,38,,,,,,9,26,15,003,008410,2,1500000US150030084102,,,,,,,,13,19,,,,,,,,,,,,,615,102,34,2561,78,231,1279,138,,,,,,,,,,,,
1500000US150030084111,Block Group 1; Census Tract 84.11; Honolulu County; Hawaii,943,0,8,0,0,0,0,678,0,9,0,8,0,8,,,,,,,,,,,,,0,0,8,0,13,17,,10,43,0,0,0,16,,,,,,11,7,15,003,008411,1,1500000US150030084111,,,,,,,,5,7,,,,,,,,,,,,,142,47,0,366,52,64,272,0,,,,,,,,,,,,
1500000US150030084112,Block Group 2; Census Tract 84.11; Honolulu County; Hawaii,1225,129,62,8,0,0,0,757,0,8,43,0,0,8,,,,,,,,,,,,,0,0,21,0,183,23,,106,31,9,0,0,34,,,,,,0,8,15,003,008411,2,1500000US150030084112,,,,,,,,8,0,,,,,,,,,,,,,133,0,0,413,18,41,620,254,,,,,,,,,,,,
1500000US150030084113,Block Group 3; Census Tract 84.11; Honolulu County; Hawaii,1275,7,0,7,0,0,0,686,30,29,57,0,0,38,,,,,,,,,,,,,0,0,7,0,19,17,,0,0,16,0,38,71,,,,,,0,16,15,003,008411,3,1500000US150030084113,,,,,,,,0,0,,,,,,,,,,,,,86,67,0,705,25,0,392,106,,,,,,,,,,,,
1500000US150030084131,Block Group 1; Census Tract 84.13; Honolulu County; Hawaii,1671,0,18,281,55,0,0,,0,15,0,0,0,76,,,,,,,,,,,,,0,0,16,0,10,6,,21,3,6,7,150,0,,,,,,14,29,15,003,008413,1,1500000US150030084131,,,,,,,,3,13,,,,,,,,,,,,,94,0,0,495,364,0,718,0,,,,,,,,,,,,
1500000US150030084132,Block Group 2; Census Tract 84.13; Honolulu County; Hawaii,1339,35,40,80,157,0,9,897,0,0,0,0,0,6,,,,,,,,,,,,,0,0,15,0,0,37,,11,110,0,47,38,11,,,,,,87,11,15,003,008413,2,1500000US150030084132,,,,,,,,25,8,,,,,,,,,,,,,76,0,0,656,219,0,388,56,,,,,,,,,,,,
1500000US150030084141,Block Group 1; Census Tract 84.14; Honolulu County; Hawaii,2483,0,9,0,0,0,0,1608,10,10,17,0,0,0,,,,,,,,,,,,,0,0,6,0,0,7,,0,0,0,36,88,0,,,,,,9,0,15,003,008414,1,1500000US150030084141,,,,,,,,0,43,,,,,,,,,,,,,188,58,18,1425,124,29,641,36,,,,,,,,,,,,
1500000US150030084151,Block Group 1; Census Tract 84.15; Honolulu County; Hawaii,2199,0,0,0,0,0,0,1327,45,82,178,0,0,11,,,,,,,,,,,,,0,0,0,0,0,0,,49,0,0,62,205,0,,,,,,31,8,15,003,008415,1,1500000US150030084151,,,,,,,,45,7,,,,,,,,,,,,,229,55,0,817,295,154,649,104,,,,,,,,,,,,
1500000US150030084152,Block Group 2; Census Tract 84.15; Honolulu County; Hawaii,2239,0,0,0,0,0,0,1535,92,38,51,0,0,25,,,,,,,,,,,,,0,0,0,0,42,42,,33,151,0,96,25,93,,,,,,18,18,15,003,008415,2,1500000US150030084152,,,,,,,,24,15,,,,,,,,,,,,,216,127,0,638,54,72,1132,51,,,,,,,,,,,,
1500000US150030084161,Block Group 1; Census Tract 84.16; Honolulu County; Hawaii,1197,150,0,0,0,0,0,617,0,0,10,0,0,7,,,,,,,,,,,,,0,0,47,0,0,32,,59,0,0,0,210,0,,,,,,23,5,15,003,008416,1,1500000US150030084161,,,,,,,,19,5,,,,,,,,,,,,,114,0,0,612,230,0,241,119,,,,,,,,,,,,
1500000US150030084162,Block Group 2; Census Tract 84.16; Honolulu County; Hawaii,2019,29,76,0,15,0,0,1331,134,0,134,0,0,16,,,,,,,,,,,,,0,0,6,0,43,93,,0,0,0,189,0,0,,,,,,0,30,15,003,008416,2,1500000US150030084162,,,,,,,,0,15,,,,,,,,,,,,,113,39,0,1088,6,15,758,15,,,,,,,,,,,,
1500000US150030084171,Block Group 1; Census Tract 84.17; Honolulu County; Hawaii,1304,152,66,0,0,0,0,856,28,0,23,0,0,108,,,,,,,,,,,,,0,0,0,0,134,32,,0,107,38,44,84,0,,,,,,0,9,15,003,008417,1,1500000US150030084171,,,,,,,,0,0,,,,,,,,,,,,,98,22,0,436,0,73,675,244,,,,,,,,,,,,
1500000US150030084172,Block Group 2; Census Tract 84.17; Honolulu County; Hawaii,2005,421,41,0,0,0,14,1088,0,0,0,0,0,22,,,,,,,,,,,,,0,0,29,0,64,18,,36,59,80,79,14,11,,,,,,0,25,15,003,008417,2,1500000US150030084172,,,,,,,,30,30,,,,,,,,,,,,,323,0,0,881,348,11,442,186,,,,,,,,,,,,
1500000US150030084173,Block Group 3; Census Tract 84.17; Honolulu County; Hawaii,634,0,33,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,9,0,49,13,,0,0,18,0,0,0,,,,,,0,19,15,003,008417,3,1500000US150030084173,,,,,,,,0,17,,,,,,,,,,,,,144,26,0,251,0,0,213,119,,,,,,,,,,,,
1500000US150030084181,Block Group 1; Census Tract 84.18; Honolulu County; Hawaii,2555,55,92,285,84,73,57,1579,0,29,39,0,67,9,,,,,,,,,,,,,0,0,0,0,11,46,,110,307,17,58,300,0,,,,,,19,55,15,003,008418,1,1500000US150030084181,,,,,,,,6,7,,,,,,,,,,,,,72,0,0,1302,247,23,911,192,,,,,,,,,,,,
1500000US150030084182,Block Group 2; Census Tract 84.18; Honolulu County; Hawaii,1989,70,42,116,58,20,57,1107,0,92,5,0,0,50,,,,,,,,,,,,,0,0,0,0,26,18,,40,5,37,30,40,45,,,,,,24,144,15,003,008418,2,1500000US150030084182,,,,,,,,78,109,,,,,,,,,,,,,242,0,0,1122,255,0,370,120,,,,,,,,,,,,
1500000US150030084183,Block Group 3; Census Tract 84.18; Honolulu County; Hawaii,934,39,19,71,106,67,0,641,0,0,0,0,0,39,,,,,,,,,,,,,0,0,40,0,15,19,,61,58,0,0,21,10,,,,,,0,46,15,003,008418,3,1500000US150030084183,,,,,,,,7,19,,,,,,,,,,,,,233,0,0,213,58,0,430,29,,,,,,,,,,,,
1500000US150030085021,Block Group 1; Census Tract 85.02; Honolulu County; Hawaii,2971,90,230,93,120,39,12,1185,0,71,25,7,6,69,,,,,,,,,,,,,0,0,0,0,229,40,,242,201,155,110,238,26,,,,,,36,27,15,003,008502,1,1500000US150030085021,,,,,,,,0,18,,,,,,,,,,,,,522,227,25,295,914,93,895,199,,,,,,,,,,,,
1500000US150030086091,Block Group 1; Census Tract 86.09; Honolulu County; Hawaii,1884,17,273,54,0,0,0,1378,5,43,14,0,0,42,,,,,,,,,,,,,0,0,18,0,94,57,,122,33,43,70,83,37,,,,,,18,1,15,003,008609,1,1500000US150030086091,,,,,,,,0,38,,,,,,,,,,,,,597,109,0,493,258,35,392,15,,,,,,,,,,,,
1500000US150030086101,Block Group 1; Census Tract 86.10; Honolulu County; Hawaii,987,17,0,0,0,0,0,682,0,0,4,0,0,0,,,,,,,,,,,,,0,0,0,0,54,62,,6,15,6,0,19,6,,,,,,24,33,15,003,008610,1,1500000US150030086101,,,,,,,,22,29,,,,,,,,,,,,,576,29,0,224,19,0,139,50,,,,,,,,,,,,
1500000US150030086111,Block Group 1; Census Tract 86.11; Honolulu County; Hawaii,25,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,15,003,008611,1,1500000US150030086111,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,8,0,0,17,0,,,,,,,,,,,,
1500000US150030086231,Block Group 1; Census Tract 86.23; Honolulu County; Hawaii,2172,12,0,0,0,0,0,,31,0,0,0,0,0,,,,,,,,,,,,,0,0,10,0,0,13,,13,72,0,0,148,0,,,,,,0,13,15,003,008623,1,1500000US150030086231,,,,,,,,10,0,,,,,,,,,,,,,353,22,0,488,323,0,986,0,,,,,,,,,,,,
1500000US150030086232,Block Group 2; Census Tract 86.23; Honolulu County; Hawaii,976,0,0,0,0,0,0,667,0,0,10,0,0,0,,,,,,,,,,,,,0,0,8,0,40,50,,10,384,52,0,65,21,,,,,,0,0,15,003,008623,2,1500000US150030086232,,,,,,,,13,21,,,,,,,,,,,,,62,30,0,473,0,0,411,211,,,,,,,,,,,,
1500000US150030086233,Block Group 3; Census Tract 86.23; Honolulu County; Hawaii,2173,0,0,0,0,0,0,1279,55,28,24,0,0,42,,,,,,,,,,,,,0,0,0,0,5,18,,30,0,39,16,26,0,,,,,,8,21,15,003,008623,3,1500000US150030086233,,,,,,,,0,33,,,,,,,,,,,,,80,0,0,67,1005,23,998,0,,,,,,,,,,,,
1500000US150030086234,Block Group 4; Census Tract 86.23; Honolulu County; Hawaii,15,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,15,003,008623,4,1500000US150030086234,,,,,,,,0,0,,,,,,,,,,,,,15,0,0,0,0,0,0,0,,,,,,,,,,,,
1500000US150030086241,Block Group 1; Census Tract 86.24; Honolulu County; Hawaii,1820,31,0,0,0,0,14,1181,6,0,0,0,0,35,,,,,,,,,,,,,0,0,14,0,5,22,,24,41,6,0,23,202,,,,,,14,17,15,003,008624,1,1500000US150030086241,,,,,,,,4,43,,,,,,,,,,,,,222,14,0,605,120,0,859,32,,,,,,,,,,,,
1500000US150030086242,Block Group 2; Census Tract 86.24; Honolulu County; Hawaii,1742,72,5,0,0,0,0,1088,0,0,0,0,0,0,,,,,,,,,,,,,0,0,12,0,10,5,,0,171,0,23,0,0,,,,,,17,27,15,003,008624,2,1500000US150030086242,,,,,,,,8,0,,,,,,,,,,,,,94,0,0,1252,0,0,396,473,,,,,,,,,,,,
1500000US150030086251,Block Group 1; Census Tract 86.25; Honolulu County; Hawaii,1225,176,16,0,0,0,0,,36,0,49,0,0,55,,,,,,,,,,,,,0,0,64,0,0,62,,43,66,0,0,0,0,,,,,,21,0,15,003,008625,1,1500000US150030086251,,,,,,,,4,10,,,,,,,,,,,,,10,0,0,788,194,0,233,16,,,,,,,,,,,,
1500000US150030086252,Block Group 2; Census Tract 86.25; Honolulu County; Hawaii,2220,206,0,10,101,0,6,1135,0,26,64,0,53,177,,,,,,,,,,,,,0,0,22,0,168,56,,15,100,69,76,260,61,,,,,,13,36,15,003,008625,2,1500000US150030086252,,,,,,,,15,35,,,,,,,,,,,,,78,51,0,1626,149,14,302,159,,,,,,,,,,,,
1500000US150030086261,Block Group 1; Census Tract 86.26; Honolulu County; Hawaii,1462,0,0,0,0,0,39,771,0,0,0,0,53,199,,,,,,,,,,,,,0,0,0,0,0,150,,520,0,24,0,163,0,,,,,,13,11,15,003,008626,1,1500000US150030086261,,,,,,,,60,0,,,,,,,,,,,,,70,0,1,991,71,1,328,545,,,,,,,,,,,,
1500000US150030086262,Block Group 2; Census Tract 86.26; Honolulu County; Hawaii,1792,18,0,18,0,58,65,1057,0,63,19,0,0,0,,,,,,,,,,,,,0,0,26,0,112,0,,0,341,74,102,22,0,,,,,,0,17,15,003,008626,2,1500000US150030086262,,,,,,,,18,39,,,,,,,,,,,,,93,0,0,1191,0,0,508,313,,,,,,,,,,,,
1500000US150030086271,Block Group 1; Census Tract 86.27; Honolulu County; Hawaii,1477,0,46,45,0,0,0,,0,0,0,0,0,45,,,,,,,,,,,,,0,0,45,0,0,0,,0,92,171,0,253,176,,,,,,0,0,15,003,008627,1,1500000US150030086271,,,,,,,,0,0,,,,,,,,,,,,,561,508,0,283,2,0,123,277,,,,,,,,,,,,
1500000US150030086272,Block Group 2; Census Tract 86.27; Honolulu County; Hawaii,1836,0,0,0,0,0,0,1310,0,37,16,0,0,0,,,,,,,,,,,,,0,0,16,0,19,25,,0,0,0,24,18,0,,,,,,25,19,15,003,008627,2,1500000US150030086272,,,,,,,,0,0,,,,,,,,,,,,,325,134,0,522,107,52,696,280,,,,,,,,,,,,
1500000US150030086273,Block Group 3; Census Tract 86.27; Honolulu County; Hawaii,857,118,42,0,0,0,0,,0,15,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,30,,104,0,0,0,0,0,,,,,,0,15,15,003,008627,3,1500000US150030086273,,,,,,,,0,0,,,,,,,,,,,,,330,158,0,240,0,0,129,0,,,,,,,,,,,,
1500000US150030086274,Block Group 4; Census Tract 86.27; Honolulu County; Hawaii,2437,103,0,0,0,0,0,1143,3,73,18,0,11,2,,,,,,,,,,,,,0,0,0,0,64,21,,29,335,88,162,0,0,,,,,,0,0,15,003,008627,4,1500000US150030086274,,,,,,,,3,29,,,,,,,,,,,,,22,0,103,589,395,0,1328,562,,,,,,,,,,,,
